pitcher_id,pitcher_name,batter_id,pitcher_hand,batter_hand,release_speed,pitch_type,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,events,description,sz_top,sz_bot,arm_angle,swing_status,swing_outcome,bbe_outcome,plat_adv,pitch_group,batter_name
642547,"Peralta, Freddy",676475,R,L,79.8,CU,0.01,1.14,0.7,-0.03,1,1,,foul,3.33,1.55,34.4,swing,foul,out,0,CU,"Burleson, Alec"
642547,"Peralta, Freddy",676475,R,L,87.8,CH,-0.45,0.89,-1.37,0.33,0,1,,ball,3.56,1.66,31.6,take,whiff,out,0,CH,"Burleson, Alec"
642547,"Peralta, Freddy",676475,R,L,78.0,CU,-0.69,1.94,0.67,-0.63,0,0,,called_strike,3.44,1.6,41.7,take,whiff,out,0,CU,"Burleson, Alec"
642547,"Peralta, Freddy",691026,R,R,95.3,FF,0.18,2.92,-0.53,1.46,2,1,field_out,hit_into_play,3.4,1.56,38.2,swing,bip,out,1,FF,"Winn, Masyn"
642547,"Peralta, Freddy",691026,R,R,96.4,FF,1.24,2.57,-0.47,1.51,1,1,,ball,3.45,1.55,38.8,take,whiff,out,1,FF,"Winn, Masyn"
642547,"Peralta, Freddy",691026,R,R,92.6,FF,0.12,1.12,-0.58,1.37,0,1,,ball,3.45,1.55,39.4,take,whiff,out,1,FF,"Winn, Masyn"
642547,"Peralta, Freddy",691026,R,R,81.6,SL,0.26,2.54,0.65,0.13,0,0,,foul,3.4,1.56,35.1,swing,foul,out,1,SL,"Winn, Masyn"
642547,"Peralta, Freddy",672279,R,L,78.1,CU,-0.14,1.25,0.29,-0.43,2,2,field_out,hit_into_play,3.38,1.54,37.7,swing,bip,out,0,CU,"Siani, Michael"
642547,"Peralta, Freddy",672279,R,L,93.1,FF,0.22,4.08,-0.56,1.46,1,2,,ball,3.43,1.59,39.0,take,whiff,out,0,FF,"Siani, Michael"
642547,"Peralta, Freddy",672279,R,L,87.5,CH,-1.39,1.42,-1.62,0.52,1,1,,swinging_strike,3.38,1.54,30.5,swing,whiff,out,0,CH,"Siani, Michael"
642547,"Peralta, Freddy",672279,R,L,87.3,CH,0.08,1.72,-1.69,0.49,1,0,,swinging_strike,3.38,1.54,35.2,swing,whiff,out,0,CH,"Siani, Michael"
642547,"Peralta, Freddy",672279,R,L,92.7,FF,0.22,4.53,-0.47,1.69,0,0,,ball,3.55,1.59,43.1,take,whiff,out,0,FF,"Siani, Michael"
642547,"Peralta, Freddy",686780,R,R,94.4,FF,-0.12,2.72,-0.76,1.44,0,2,home_run,hit_into_play,3.2,1.52,46.6,swing,bip,home_run,1,FF,"Pagés, Pedro"
642547,"Peralta, Freddy",686780,R,R,94.1,FF,0.48,2.33,-0.53,1.48,0,1,,called_strike,3.25,1.51,47.5,take,whiff,out,1,FF,"Pagés, Pedro"
642547,"Peralta, Freddy",686780,R,R,94.5,FF,0.52,1.71,-0.4,1.41,0,0,,called_strike,3.13,1.51,42.2,take,whiff,out,1,FF,"Pagés, Pedro"
642547,"Peralta, Freddy",691023,R,R,78.2,CU,0.79,2.05,0.52,-0.62,3,2,strikeout,swinging_strike,3.69,1.77,43.5,swing,whiff,out,1,CU,"Walker, Jordan"
642547,"Peralta, Freddy",691023,R,R,97.5,FF,-0.03,3.89,-0.55,1.28,3,2,,foul,3.69,1.77,40.3,swing,foul,out,1,FF,"Walker, Jordan"
642547,"Peralta, Freddy",691023,R,R,96.2,FF,0.93,3.28,-0.52,1.45,2,2,,ball,3.86,1.82,44.5,take,whiff,out,1,FF,"Walker, Jordan"
642547,"Peralta, Freddy",691023,R,R,82.7,SL,1.83,1.42,0.47,0.01,1,2,,ball,3.8,1.82,29.4,take,whiff,out,1,SL,"Walker, Jordan"
642547,"Peralta, Freddy",691023,R,R,96.1,FF,0.42,2.9,-0.72,1.31,1,1,,foul,3.69,1.77,42.8,swing,foul,out,1,FF,"Walker, Jordan"
642547,"Peralta, Freddy",691023,R,R,87.2,CH,0.24,1.17,-1.16,0.15,0,1,,ball,3.86,1.88,31.0,take,whiff,out,1,CH,"Walker, Jordan"
642547,"Peralta, Freddy",691023,R,R,95.2,FF,0.59,2.78,-0.76,1.47,0,0,,called_strike,3.86,1.94,40.2,take,whiff,out,1,FF,"Walker, Jordan"
642547,"Peralta, Freddy",663457,R,L,91.8,FF,0.82,2.32,-0.66,1.38,3,0,walk,ball,3.76,1.88,39.4,take,whiff,out,0,FF,"Nootbaar, Lars"
642547,"Peralta, Freddy",663457,R,L,93.4,FF,-0.94,1.56,-1.08,1.3,2,0,,ball,3.5,1.75,39.0,take,whiff,out,0,FF,"Nootbaar, Lars"
642547,"Peralta, Freddy",663457,R,L,92.5,FF,-0.98,2.91,-0.61,1.47,1,0,,ball,3.44,1.81,35.3,take,whiff,out,0,FF,"Nootbaar, Lars"
642547,"Peralta, Freddy",663457,R,L,87.4,CH,0.44,0.88,-1.47,0.25,0,0,,ball,3.44,1.69,30.8,take,whiff,out,0,CH,"Nootbaar, Lars"
642547,"Peralta, Freddy",502671,R,R,95.2,FF,-0.36,2.0,-0.64,1.42,2,2,field_out,hit_into_play,3.47,1.58,39.9,swing,bip,out,1,FF,"Goldschmidt, Paul"
642547,"Peralta, Freddy",502671,R,R,96.0,FF,1.4,1.71,-0.8,1.22,1,2,,ball,3.52,1.57,41.5,take,whiff,out,1,FF,"Goldschmidt, Paul"
642547,"Peralta, Freddy",502671,R,R,79.2,CU,0.63,2.55,0.76,0.32,1,2,,foul,3.47,1.58,33.6,swing,foul,out,1,CU,"Goldschmidt, Paul"
642547,"Peralta, Freddy",502671,R,R,92.4,FF,-1.35,2.55,-0.67,1.34,1,1,,foul,3.47,1.58,40.2,swing,foul,out,1,FF,"Goldschmidt, Paul"
642547,"Peralta, Freddy",502671,R,R,93.2,FF,-1.92,2.47,-0.54,1.49,0,1,,ball,3.58,1.57,43.5,take,whiff,out,1,FF,"Goldschmidt, Paul"
642547,"Peralta, Freddy",502671,R,R,78.3,CU,-0.59,2.25,0.51,-0.23,0,0,,called_strike,3.52,1.57,42.5,take,whiff,out,1,CU,"Goldschmidt, Paul"
642547,"Peralta, Freddy",680977,R,L,78.2,CU,0.01,0.84,0.31,-0.5,1,2,field_out,hit_into_play,3.27,1.55,42.8,swing,bip,out,0,CU,"Donovan, Brendan"
642547,"Peralta, Freddy",680977,R,L,93.2,FF,0.05,2.41,-0.42,1.21,1,1,,foul,3.27,1.55,45.3,swing,foul,out,0,FF,"Donovan, Brendan"
642547,"Peralta, Freddy",680977,R,L,91.9,FF,-0.66,3.42,-0.49,1.11,0,1,,ball,3.6,1.76,43.7,take,whiff,out,0,FF,"Donovan, Brendan"
642547,"Peralta, Freddy",680977,R,L,91.2,FF,0.27,1.78,-0.27,1.28,0,0,,called_strike,3.5,1.78,43.3,take,whiff,out,0,FF,"Donovan, Brendan"
642547,"Peralta, Freddy",571448,R,R,96.0,FF,0.24,3.59,-0.94,1.5,2,2,field_out,hit_into_play,3.35,1.59,42.1,swing,bip,out,1,FF,"Arenado, Nolan"
642547,"Peralta, Freddy",571448,R,R,93.9,FF,-0.17,2.13,-0.82,1.45,2,1,,foul,3.35,1.59,38.4,swing,foul,out,1,FF,"Arenado, Nolan"
642547,"Peralta, Freddy",571448,R,R,82.4,SL,1.33,1.61,0.4,0.41,1,1,,ball,3.43,1.67,32.6,take,whiff,out,1,SL,"Arenado, Nolan"
642547,"Peralta, Freddy",571448,R,R,86.3,CH,0.06,1.53,-1.44,0.32,0,1,,ball,3.49,1.7,32.2,take,whiff,out,1,CH,"Arenado, Nolan"
642547,"Peralta, Freddy",571448,R,R,78.1,CU,0.03,2.97,0.66,-0.12,0,0,,called_strike,3.4,1.7,36.2,take,whiff,out,1,CU,"Arenado, Nolan"
642547,"Peralta, Freddy",676475,R,L,87.0,CH,0.05,1.76,-1.38,0.56,1,0,field_out,hit_into_play,3.33,1.55,36.1,swing,bip,out,0,CH,"Burleson, Alec"
642547,"Peralta, Freddy",676475,R,L,85.1,CH,-1.41,2.88,-1.19,0.56,0,0,,ball,3.38,1.57,36.6,take,whiff,out,0,CH,"Burleson, Alec"
642547,"Peralta, Freddy",691026,R,R,79.5,CU,0.28,2.66,0.52,-0.07,1,2,field_out,hit_into_play,3.4,1.56,33.2,swing,bip,out,1,CU,"Winn, Masyn"
642547,"Peralta, Freddy",691026,R,R,79.1,CU,2.14,0.57,0.48,-0.08,0,2,,ball,3.48,1.64,38.3,take,whiff,out,1,CU,"Winn, Masyn"
642547,"Peralta, Freddy",691026,R,R,92.6,FF,0.25,3.23,-0.29,1.46,0,2,,foul,3.4,1.56,47.8,swing,foul,out,1,FF,"Winn, Masyn"
642547,"Peralta, Freddy",691026,R,R,94.1,FF,0.72,1.97,-0.58,1.34,0,1,,called_strike,3.51,1.67,43.5,take,whiff,out,1,FF,"Winn, Masyn"
642547,"Peralta, Freddy",691026,R,R,93.1,FF,-0.44,1.89,-0.77,1.61,0,0,,called_strike,3.51,1.67,40.9,take,whiff,out,1,FF,"Winn, Masyn"
643377,"Jax, Griffin",666185,R,L,97.8,FF,-0.35,2.78,-0.86,1.45,2,2,strikeout,swinging_strike,3.47,1.64,42.2,swing,whiff,out,0,FF,"Carlson, Dylan"
643377,"Jax, Griffin",666185,R,L,87.6,ST,0.8,1.11,1.25,-0.56,1,2,,ball,3.55,1.67,45.7,take,whiff,out,0,ST,"Carlson, Dylan"
643377,"Jax, Griffin",666185,R,L,98.4,FF,-1.28,4.76,-0.73,1.5,0,2,,ball,3.62,1.7,43.9,take,whiff,out,0,FF,"Carlson, Dylan"
643377,"Jax, Griffin",666185,R,L,97.3,FF,-0.2,2.61,-0.63,1.55,0,1,,called_strike,3.54,1.66,44.8,take,whiff,out,0,FF,"Carlson, Dylan"
643377,"Jax, Griffin",666185,R,L,97.4,SI,-0.11,3.54,-0.91,1.48,0,0,,called_strike,3.6,1.68,47.4,take,whiff,out,0,SI,"Carlson, Dylan"
660896,"Alcala, Jorge",666185,R,L,90.6,SL,0.42,1.96,0.2,0.33,2,2,field_out,hit_into_play,3.47,1.64,47.2,swing,bip,out,0,SL,"Carlson, Dylan"
660896,"Alcala, Jorge",666185,R,L,98.7,FF,0.01,1.84,-1.02,1.83,1,2,,ball,3.62,1.71,54.6,take,whiff,out,0,FF,"Carlson, Dylan"
660896,"Alcala, Jorge",666185,R,L,90.3,CH,-1.53,3.25,-1.47,0.93,0,2,,ball,3.7,1.56,43.8,take,whiff,out,0,CH,"Carlson, Dylan"
660896,"Alcala, Jorge",666185,R,L,96.9,FF,-0.65,3.78,-0.98,1.53,0,2,,foul,3.47,1.64,48.1,swing,foul,out,0,FF,"Carlson, Dylan"
660896,"Alcala, Jorge",666185,R,L,97.9,FF,-0.63,3.35,-1.22,1.56,0,1,,swinging_strike,3.47,1.64,48.2,swing,whiff,out,0,FF,"Carlson, Dylan"
660896,"Alcala, Jorge",666185,R,L,97.4,FF,-0.24,3.17,-1.05,1.67,0,0,,swinging_strike,3.47,1.64,51.1,swing,whiff,out,0,FF,"Carlson, Dylan"
680573,"Woods Richardson, Simeon",666185,R,L,93.1,FF,-0.3,4.29,-0.64,1.4,3,0,walk,ball,3.47,1.63,42.8,take,whiff,out,0,FF,"Carlson, Dylan"
680573,"Woods Richardson, Simeon",666185,R,L,92.4,FF,1.5,1.17,-0.6,1.37,2,0,,ball,3.57,1.65,46.8,take,whiff,out,0,FF,"Carlson, Dylan"
680573,"Woods Richardson, Simeon",666185,R,L,82.5,CH,-0.95,3.68,-1.24,1.1,1,0,,ball,3.57,1.58,45.5,take,whiff,out,0,CH,"Carlson, Dylan"
680573,"Woods Richardson, Simeon",666185,R,L,77.0,CU,1.06,2.76,0.58,-1.41,0,0,,ball,3.66,1.59,54.0,take,whiff,out,0,CU,"Carlson, Dylan"
680573,"Woods Richardson, Simeon",666185,R,L,81.9,CH,-0.23,2.62,-1.49,0.46,2,1,single,hit_into_play,3.47,1.64,41.4,swing,bip,single,0,CH,"Carlson, Dylan"
680573,"Woods Richardson, Simeon",666185,R,L,92.3,FF,0.71,3.78,-0.74,1.64,1,1,,ball,3.63,1.68,42.6,take,whiff,out,0,FF,"Carlson, Dylan"
680573,"Woods Richardson, Simeon",666185,R,L,80.2,CH,-1.07,1.2,-1.77,0.56,0,1,,ball,3.69,1.66,37.4,take,whiff,out,0,CH,"Carlson, Dylan"
680573,"Woods Richardson, Simeon",666185,R,L,80.0,CH,-0.87,2.26,-1.75,0.59,0,0,,called_strike,3.54,1.64,36.9,take,whiff,out,0,CH,"Carlson, Dylan"
672391,"Ort, Kaleb",502054,R,R,97.6,FF,-0.11,4.05,-0.58,1.61,1,1,field_out,hit_into_play,3.57,1.65,43.2,swing,bip,out,1,FF,"Pham, Tommy"
672391,"Ort, Kaleb",502054,R,R,97.7,FF,0.32,2.93,-0.48,1.58,1,0,,foul,3.57,1.65,46.1,swing,foul,out,1,FF,"Pham, Tommy"
672391,"Ort, Kaleb",502054,R,R,97.4,FF,-1.61,4.44,-0.57,1.55,0,0,,ball,3.57,1.69,44.4,take,whiff,out,1,FF,"Pham, Tommy"
593576,"Neris, Héctor",502054,R,R,91.8,FF,0.22,3.04,-0.88,1.41,0,1,field_out,hit_into_play,3.57,1.65,32.1,swing,bip,out,1,FF,"Pham, Tommy"
593576,"Neris, Héctor",502054,R,R,91.1,FF,-0.29,2.95,-0.81,1.21,0,0,,foul,3.57,1.65,29.5,swing,foul,out,1,FF,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,94.0,FF,0.76,2.62,-0.69,1.51,2,2,single,hit_into_play,3.57,1.65,50.3,swing,bip,single,1,FF,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,94.7,FF,0.37,1.48,-0.55,1.53,2,1,,called_strike,3.39,1.6,45.4,take,whiff,out,1,FF,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,93.7,FF,1.43,2.35,-0.27,1.44,1,1,,ball,3.46,1.76,47.8,take,whiff,out,1,FF,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,86.4,SL,0.84,2.6,0.24,0.74,1,0,,swinging_strike,3.57,1.65,44.1,swing,whiff,out,1,SL,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,93.9,FF,1.18,2.2,-0.29,1.51,0,0,,ball,3.52,1.69,53.7,take,whiff,out,1,FF,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,95.5,FF,0.34,1.95,-0.78,1.64,3,2,single,hit_into_play,3.57,1.65,41.0,swing,bip,single,1,FF,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,94.8,FF,-0.18,4.81,-0.57,1.54,2,2,,ball,3.4,1.75,44.6,take,whiff,out,1,FF,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,88.4,SL,0.2,1.83,0.25,0.58,2,2,,foul,3.57,1.65,45.0,swing,foul,out,1,SL,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,94.0,FF,0.82,3.82,-0.39,1.6,1,2,,ball,3.57,1.72,51.1,take,whiff,out,1,FF,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,82.5,CU,2.02,0.71,1.06,-0.15,0,2,,ball,3.38,1.67,41.8,take,whiff,out,1,CU,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,86.4,SL,0.09,1.89,0.15,0.83,0,1,,called_strike,3.39,1.67,42.9,take,whiff,out,1,SL,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,85.1,CH,-0.43,2.39,-1.25,0.32,0,0,,called_strike,3.35,1.7,44.2,take,whiff,out,1,CH,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,94.8,FF,-0.36,3.4,-0.69,1.58,0,1,field_out,hit_into_play,3.57,1.65,46.1,swing,bip,out,1,FF,"Pham, Tommy"
669854,"Blanco, Ronel",502054,R,R,92.8,FF,0.43,3.16,-0.55,1.54,0,0,,foul,3.57,1.65,45.1,swing,foul,out,1,FF,"Pham, Tommy"
676760,"Marinaccio, Ron",571448,R,R,92.9,FF,0.7,2.32,-1.15,1.49,1,2,strikeout,foul_tip,3.38,1.64,39.1,take,whiff,out,1,FF,"Arenado, Nolan"
676760,"Marinaccio, Ron",571448,R,R,79.7,ST,-0.91,2.72,1.02,0.01,1,2,,foul,3.38,1.64,22.9,swing,foul,out,1,ST,"Arenado, Nolan"
676760,"Marinaccio, Ron",571448,R,R,80.9,ST,-0.14,2.54,0.97,0.03,1,2,,foul,3.38,1.64,31.8,swing,foul,out,1,ST,"Arenado, Nolan"
676760,"Marinaccio, Ron",571448,R,R,95.5,FF,0.87,3.95,-1.08,1.3,0,2,,ball,3.39,1.51,39.9,take,whiff,out,1,FF,"Arenado, Nolan"
676760,"Marinaccio, Ron",571448,R,R,83.7,CH,-0.77,3.18,-1.4,0.14,0,1,,called_strike,3.31,1.54,34.9,take,whiff,out,1,CH,"Arenado, Nolan"
676760,"Marinaccio, Ron",571448,R,R,95.2,FF,-0.67,3.15,-1.21,1.36,0,0,,called_strike,3.44,1.62,34.7,take,whiff,out,1,FF,"Arenado, Nolan"
676760,"Marinaccio, Ron",676475,R,L,84.2,CH,-0.09,2.25,-1.4,-0.26,0,0,single,hit_into_play,3.33,1.54,30.4,swing,bip,single,0,CH,"Burleson, Alec"
676760,"Marinaccio, Ron",691026,R,R,82.3,ST,0.34,1.54,1.51,0.3,1,2,strikeout,called_strike,3.59,1.69,32.7,take,whiff,out,1,ST,"Winn, Masyn"
676760,"Marinaccio, Ron",691026,R,R,95.5,FF,0.57,3.04,-1.16,1.28,1,2,,foul,3.43,1.58,36.5,swing,foul,out,1,FF,"Winn, Masyn"
676760,"Marinaccio, Ron",691026,R,R,80.1,ST,-0.03,0.73,1.33,0.13,0,2,,ball,3.29,1.54,30.8,take,whiff,out,1,ST,"Winn, Masyn"
676760,"Marinaccio, Ron",691026,R,R,94.8,FF,-0.12,1.6,-1.17,1.17,0,1,,called_strike,3.42,1.56,31.6,take,whiff,out,1,FF,"Winn, Masyn"
676760,"Marinaccio, Ron",691026,R,R,81.2,ST,-0.37,2.1,1.29,0.62,0,0,,called_strike,3.34,1.54,29.8,take,whiff,out,1,ST,"Winn, Masyn"
676760,"Marinaccio, Ron",687363,R,L,94.3,FF,-0.37,2.28,-1.19,1.12,2,1,field_out,hit_into_play,3.38,1.59,28.7,swing,bip,out,0,FF,"Scott II, Victor"
676760,"Marinaccio, Ron",687363,R,L,83.6,CH,-1.53,1.96,-1.36,-0.08,1,1,,ball,3.26,1.46,33.6,take,whiff,out,0,CH,"Scott II, Victor"
676760,"Marinaccio, Ron",687363,R,L,94.8,FF,0.6,1.76,-1.24,1.18,1,0,,called_strike,3.34,1.51,28.2,take,whiff,out,0,FF,"Scott II, Victor"
676760,"Marinaccio, Ron",687363,R,L,95.4,FF,0.93,2.16,-1.26,1.14,0,0,,ball,3.26,1.46,31.7,take,whiff,out,0,FF,"Scott II, Victor"
676760,"Marinaccio, Ron",663457,R,L,80.6,CH,-0.77,2.96,-1.38,0.0,3,2,home_run,hit_into_play,3.38,1.61,31.5,swing,bip,home_run,0,CH,"Nootbaar, Lars"
676760,"Marinaccio, Ron",663457,R,L,81.9,CH,-0.65,2.95,-1.11,-0.09,3,1,,called_strike,3.31,1.49,30.1,take,whiff,out,0,CH,"Nootbaar, Lars"
676760,"Marinaccio, Ron",663457,R,L,93.4,FF,0.16,2.96,-0.91,1.25,3,0,,called_strike,3.47,1.62,28.8,take,whiff,out,0,FF,"Nootbaar, Lars"
676760,"Marinaccio, Ron",663457,R,L,82.2,CH,-1.4,3.38,-1.31,0.0,2,0,,ball,3.42,1.49,35.7,take,whiff,out,0,CH,"Nootbaar, Lars"
676760,"Marinaccio, Ron",663457,R,L,80.9,CH,-2.68,3.94,-1.38,0.07,1,0,,ball,3.34,1.59,33.0,take,whiff,out,0,CH,"Nootbaar, Lars"
676760,"Marinaccio, Ron",663457,R,L,93.6,FF,-0.53,3.88,-1.08,1.24,0,0,,ball,3.31,1.54,35.5,take,whiff,out,0,FF,"Nootbaar, Lars"
676760,"Marinaccio, Ron",691023,R,R,93.6,FF,-0.55,3.55,-1.2,1.43,0,0,single,hit_into_play,3.73,1.79,29.2,swing,bip,single,1,FF,"Walker, Jordan"
641360,"Bickford, Phil",680977,R,L,92.7,FF,0.65,2.26,-0.71,0.88,2,2,field_out,hit_into_play,3.26,1.57,19.3,swing,bip,out,0,FF,"Donovan, Brendan"
641360,"Bickford, Phil",680977,R,L,80.3,SL,-0.11,1.76,0.71,0.34,2,1,,swinging_strike,3.26,1.57,19.0,swing,whiff,out,0,SL,"Donovan, Brendan"
641360,"Bickford, Phil",680977,R,L,92.5,FF,-0.54,4.35,-0.29,1.01,1,1,,ball,3.25,1.54,19.9,take,whiff,out,0,FF,"Donovan, Brendan"
641360,"Bickford, Phil",680977,R,L,92.8,FF,-0.85,2.42,-0.28,1.04,1,0,,called_strike,3.35,1.61,20.2,take,whiff,out,0,FF,"Donovan, Brendan"
641360,"Bickford, Phil",680977,R,L,93.4,FF,-1.17,3.32,-0.29,1.1,0,0,,ball,3.31,1.57,21.6,take,whiff,out,0,FF,"Donovan, Brendan"
641360,"Bickford, Phil",671056,R,R,80.7,SL,-0.13,1.14,0.78,0.78,3,2,strikeout,swinging_strike,3.26,1.46,20.7,swing,whiff,out,1,SL,"Herrera, Iván"
641360,"Bickford, Phil",671056,R,R,91.7,FF,-0.46,3.38,-0.48,0.93,3,1,,foul,3.26,1.46,20.7,swing,foul,out,1,FF,"Herrera, Iván"
641360,"Bickford, Phil",671056,R,R,92.3,FF,0.35,2.25,-0.41,1.02,3,0,,called_strike,3.25,1.46,22.6,take,whiff,out,1,FF,"Herrera, Iván"
641360,"Bickford, Phil",671056,R,R,91.7,FF,-1.04,3.28,-0.2,0.78,2,0,,ball,3.31,1.48,20.3,take,whiff,out,1,FF,"Herrera, Iván"
641360,"Bickford, Phil",671056,R,R,91.7,FF,-0.8,3.52,-0.2,0.66,1,0,,ball,3.23,1.48,21.7,take,whiff,out,1,FF,"Herrera, Iván"
641360,"Bickford, Phil",671056,R,R,91.8,FF,-1.6,3.38,-0.62,0.99,0,0,,ball,3.18,1.48,23.2,take,whiff,out,1,FF,"Herrera, Iván"
641360,"Bickford, Phil",502671,R,R,83.2,SL,-0.08,1.81,0.59,0.96,0,1,double,hit_into_play,3.47,1.6,16.6,swing,bip,double,1,SL,"Goldschmidt, Paul"
641360,"Bickford, Phil",502671,R,R,92.1,FF,-0.15,3.41,-0.38,1.18,0,0,,called_strike,3.41,1.47,26.0,take,whiff,out,1,FF,"Goldschmidt, Paul"
641360,"Bickford, Phil",571448,R,R,83.0,SL,0.95,1.74,0.39,0.47,0,2,field_out,hit_into_play,3.38,1.64,20.9,swing,bip,out,1,SL,"Arenado, Nolan"
641360,"Bickford, Phil",571448,R,R,82.8,SL,-0.02,2.73,0.57,0.89,0,1,,called_strike,3.32,1.53,17.9,take,whiff,out,1,SL,"Arenado, Nolan"
641360,"Bickford, Phil",571448,R,R,83.0,SL,-0.13,2.65,0.55,0.62,0,0,,called_strike,3.25,1.51,22.7,take,whiff,out,1,SL,"Arenado, Nolan"
641360,"Bickford, Phil",676475,R,L,93.1,FF,-1.02,2.84,-0.69,0.92,1,0,field_out,hit_into_play,3.33,1.54,18.2,swing,bip,out,0,FF,"Burleson, Alec"
641360,"Bickford, Phil",676475,R,L,81.1,SL,-0.71,1.28,0.64,0.52,0,0,,ball,3.22,1.43,18.1,take,whiff,out,0,SL,"Burleson, Alec"
641360,"Bickford, Phil",691026,R,R,92.5,FF,-0.88,3.84,-0.47,1.12,0,1,single,hit_into_play,3.43,1.58,24.5,swing,bip,single,1,FF,"Winn, Masyn"
641360,"Bickford, Phil",691026,R,R,93.6,FF,-0.27,1.88,-0.52,1.22,0,0,,called_strike,3.48,1.68,22.0,take,whiff,out,1,FF,"Winn, Masyn"
592454,"Kahnle, Tommy",687363,R,L,94.2,FF,-0.22,2.53,-0.4,1.1,3,2,double,hit_into_play,3.38,1.59,42.1,swing,bip,double,0,FF,"Scott II, Victor"
592454,"Kahnle, Tommy",687363,R,L,94.8,FF,-1.31,3.42,-0.36,1.23,2,2,,ball,3.07,1.41,47.4,take,whiff,out,0,FF,"Scott II, Victor"
592454,"Kahnle, Tommy",687363,R,L,94.7,FF,-0.32,3.46,-0.44,1.36,2,1,,foul,3.38,1.59,46.1,swing,foul,out,0,FF,"Scott II, Victor"
592454,"Kahnle, Tommy",687363,R,L,95.0,FF,-1.04,1.72,-0.07,1.28,1,1,,ball,3.1,1.41,49.2,take,whiff,out,0,FF,"Scott II, Victor"
592454,"Kahnle, Tommy",687363,R,L,94.9,FF,0.04,2.99,-0.19,1.17,1,0,,foul,3.38,1.59,45.0,swing,foul,out,0,FF,"Scott II, Victor"
592454,"Kahnle, Tommy",687363,R,L,95.9,FF,-1.05,2.94,-0.29,1.16,0,0,,ball,3.1,1.41,50.0,take,whiff,out,0,FF,"Scott II, Victor"
592454,"Kahnle, Tommy",663457,R,L,86.9,CH,-0.26,1.78,-1.09,0.07,2,2,double,hit_into_play,3.38,1.61,26.4,swing,bip,double,0,CH,"Nootbaar, Lars"
592454,"Kahnle, Tommy",663457,R,L,87.3,CH,-0.56,1.66,-1.03,0.12,2,2,,foul,3.38,1.61,31.4,swing,foul,out,0,CH,"Nootbaar, Lars"
592454,"Kahnle, Tommy",663457,R,L,86.0,CH,-0.09,2.18,-0.91,0.21,2,1,,swinging_strike,3.38,1.61,30.1,swing,whiff,out,0,CH,"Nootbaar, Lars"
592454,"Kahnle, Tommy",663457,R,L,87.2,CH,-1.28,0.97,-0.93,-0.25,1,1,,ball,3.12,1.45,27.3,take,whiff,out,0,CH,"Nootbaar, Lars"
592454,"Kahnle, Tommy",663457,R,L,87.3,CH,-1.75,3.04,-0.89,-0.01,0,1,,ball,3.17,1.48,29.1,take,whiff,out,0,CH,"Nootbaar, Lars"
592454,"Kahnle, Tommy",663457,R,L,86.4,CH,-0.63,2.15,-1.0,-0.03,0,0,,called_strike,3.22,1.45,31.6,take,whiff,out,0,CH,"Nootbaar, Lars"
592454,"Kahnle, Tommy",691023,R,R,94.5,FF,0.46,2.45,-0.47,1.25,2,1,single,hit_into_play,3.73,1.79,46.5,swing,bip,single,1,FF,"Walker, Jordan"
592454,"Kahnle, Tommy",691023,R,R,86.9,CH,2.32,2.56,-0.99,0.22,1,1,,ball,3.62,1.76,32.0,take,whiff,out,1,CH,"Walker, Jordan"
592454,"Kahnle, Tommy",691023,R,R,87.0,CH,0.81,0.4,-1.06,0.15,0,1,,blocked_ball,3.57,1.71,22.8,take,whiff,out,1,CH,"Walker, Jordan"
592454,"Kahnle, Tommy",691023,R,R,86.9,CH,-0.46,2.49,-1.21,0.25,0,0,,called_strike,3.72,1.73,28.9,take,whiff,out,1,CH,"Walker, Jordan"
592454,"Kahnle, Tommy",680977,R,L,94.0,FF,0.13,1.8,-0.78,1.19,1,2,field_out,hit_into_play,3.26,1.57,42.4,swing,bip,out,0,FF,"Donovan, Brendan"
592454,"Kahnle, Tommy",680977,R,L,86.6,CH,0.39,0.91,-0.88,-0.09,1,1,,swinging_strike,3.26,1.57,25.2,swing,whiff,out,0,CH,"Donovan, Brendan"
592454,"Kahnle, Tommy",680977,R,L,85.2,CH,-1.59,2.15,-0.82,-0.05,0,1,,ball,3.28,1.51,27.9,take,whiff,out,0,CH,"Donovan, Brendan"
592454,"Kahnle, Tommy",680977,R,L,84.5,CH,-0.35,1.99,-1.0,-0.03,0,0,,foul,3.26,1.57,29.7,swing,foul,out,0,CH,"Donovan, Brendan"
