pitcher_id,pitcher_name,batter_id,pitcher_hand,batter_hand,release_speed,pitch_type,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,events,description,sz_top,sz_bot,arm_angle,swing_status,swing_outcome,bbe_outcome,plat_adv,pitch_group,batter_name
678226,"Hernández, Daysbel",502054,R,R,89.6,SL,0.93,2.03,0.39,-0.18,1,2,strikeout,swinging_strike,3.52,1.65,38.8,swing,whiff,out,1,SL,"Pham, Tommy"
678226,"Hernández, Daysbel",502054,R,R,88.6,SL,1.77,1.52,0.28,-0.03,0,2,,ball,3.46,1.6,39.7,take,whiff,out,1,SL,"Pham, Tommy"
678226,"Hernández, Daysbel",502054,R,R,85.2,SL,-0.01,1.79,0.44,-0.21,0,2,,foul,3.52,1.65,35.6,swing,foul,out,1,SL,"Pham, Tommy"
678226,"Hernández, Daysbel",502054,R,R,87.8,SL,1.26,1.92,0.11,-0.2,0,1,,swinging_strike,3.52,1.65,36.0,swing,whiff,out,1,SL,"Pham, Tommy"
678226,"Hernández, Daysbel",502054,R,R,88.1,SL,-0.35,3.34,0.21,0.16,0,0,,called_strike,3.48,1.62,37.6,take,whiff,out,1,SL,"Pham, Tommy"
656550,"Holmes, Grant",502054,R,R,92.5,FC,0.45,3.04,0.04,1.0,0,1,field_out,hit_into_play,3.52,1.65,36.8,swing,bip,out,1,FC,"Pham, Tommy"
656550,"Holmes, Grant",502054,R,R,93.1,FF,0.76,2.19,-0.6,1.24,0,0,,called_strike,3.42,1.57,41.0,take,whiff,out,1,FF,"Pham, Tommy"
450203,"Morton, Charlie",502054,R,R,80.2,CU,-0.31,1.69,1.53,-0.75,1,2,field_out,hit_into_play,3.52,1.65,19.5,swing,bip,out,1,CU,"Pham, Tommy"
450203,"Morton, Charlie",502054,R,R,80.0,CU,1.63,1.01,1.53,-0.85,0,2,,ball,3.46,1.57,19.8,take,whiff,out,1,CU,"Pham, Tommy"
450203,"Morton, Charlie",502054,R,R,85.2,CH,-0.05,1.94,-1.44,0.09,0,1,,swinging_strike,3.52,1.65,21.5,swing,whiff,out,1,CH,"Pham, Tommy"
450203,"Morton, Charlie",502054,R,R,80.8,CU,-0.72,2.65,1.33,-0.69,0,0,,called_strike,3.42,1.64,24.6,take,whiff,out,1,CU,"Pham, Tommy"
450203,"Morton, Charlie",502054,R,R,95.0,FF,0.09,1.99,-1.1,0.88,0,1,double,hit_into_play,3.52,1.65,22.1,swing,bip,double,1,FF,"Pham, Tommy"
450203,"Morton, Charlie",502054,R,R,94.4,FF,0.1,2.93,-0.95,0.86,0,0,,called_strike,3.45,1.59,20.9,take,whiff,out,1,FF,"Pham, Tommy"
686580,"Slaten, Justin",666185,R,L,96.7,FF,0.04,2.97,-0.27,1.71,0,1,single,hit_into_play,3.45,1.63,57.9,swing,bip,single,0,FF,"Carlson, Dylan"
686580,"Slaten, Justin",666185,R,L,94.0,FC,0.41,1.52,0.12,0.81,0,0,,swinging_strike,3.45,1.63,49.9,swing,whiff,out,0,FC,"Carlson, Dylan"
670174,"Winckowski, Josh",666185,R,L,92.3,FC,0.93,1.25,0.11,0.46,2,2,strikeout,swinging_strike,3.45,1.63,55.6,swing,whiff,out,0,FC,"Carlson, Dylan"
670174,"Winckowski, Josh",666185,R,L,95.0,FF,-0.03,5.2,-0.62,1.25,1,2,,ball,3.31,1.55,51.0,take,whiff,out,0,FF,"Carlson, Dylan"
670174,"Winckowski, Josh",666185,R,L,91.3,FC,-0.33,3.2,-0.02,0.76,1,1,,called_strike,3.28,1.44,54.2,take,whiff,out,0,FC,"Carlson, Dylan"
670174,"Winckowski, Josh",666185,R,L,94.8,FF,0.2,4.6,-0.46,1.45,0,1,,ball,3.31,1.47,52.7,take,whiff,out,0,FF,"Carlson, Dylan"
670174,"Winckowski, Josh",666185,R,L,92.1,FC,-0.4,3.32,0.27,0.77,0,0,,called_strike,3.32,1.56,46.4,take,whiff,out,0,FC,"Carlson, Dylan"
682990,"Priester, Quinn",666185,R,L,91.4,CH,0.21,2.43,-1.17,0.56,1,1,single,hit_into_play,3.45,1.63,40.6,swing,bip,single,0,CH,"Carlson, Dylan"
682990,"Priester, Quinn",666185,R,L,82.1,CU,0.58,0.94,0.59,-0.97,0,1,,ball,3.29,1.63,45.3,take,whiff,out,0,CU,"Carlson, Dylan"
682990,"Priester, Quinn",666185,R,L,81.9,CU,-0.12,2.64,0.48,-0.38,0,0,,called_strike,3.27,1.39,46.5,take,whiff,out,0,CU,"Carlson, Dylan"
682990,"Priester, Quinn",666185,R,L,93.5,FF,0.51,2.28,0.07,1.08,2,1,single,hit_into_play,3.45,1.63,41.6,swing,bip,single,0,FF,"Carlson, Dylan"
682990,"Priester, Quinn",666185,R,L,87.4,SL,0.35,1.36,0.41,0.16,1,1,,ball,3.36,1.51,41.0,take,whiff,out,0,SL,"Carlson, Dylan"
682990,"Priester, Quinn",666185,R,L,89.2,CH,-0.04,1.08,-1.24,0.05,1,0,,foul,3.45,1.63,40.3,swing,foul,out,0,CH,"Carlson, Dylan"
682990,"Priester, Quinn",666185,R,L,90.7,CH,-0.87,2.84,-1.35,0.28,0,0,,ball,3.36,1.51,43.1,take,whiff,out,0,CH,"Carlson, Dylan"
686790,"McDonald, Trevor",663609,R,R,91.6,SI,-0.1,2.1,-1.48,0.14,1,0,force_out,hit_into_play,3.71,1.67,32.5,swing,bip,out,1,SI,"Baker, Luken"
686790,"McDonald, Trevor",663609,R,R,84.0,SL,-1.06,3.22,0.69,-0.57,0,0,,ball,3.74,1.82,31.8,take,whiff,out,1,SL,"Baker, Luken"
686790,"McDonald, Trevor",676475,R,L,92.2,SI,-0.67,3.63,-1.09,-0.02,3,2,walk,ball,3.46,1.62,32.1,take,whiff,out,0,SI,"Burleson, Alec"
686790,"McDonald, Trevor",676475,R,L,85.0,CH,-0.62,-0.65,-1.44,0.18,2,2,,ball,3.34,1.5,32.7,take,whiff,out,0,CH,"Burleson, Alec"
686790,"McDonald, Trevor",676475,R,L,93.8,FF,-1.78,3.78,-1.11,0.95,1,2,,ball,3.37,1.56,35.5,take,whiff,out,0,FF,"Burleson, Alec"
686790,"McDonald, Trevor",676475,R,L,92.3,SI,-0.77,2.33,-1.38,-0.11,1,1,,foul,3.42,1.58,33.6,swing,foul,out,0,SI,"Burleson, Alec"
686790,"McDonald, Trevor",676475,R,L,84.6,SL,0.44,1.74,1.17,-0.32,1,0,,called_strike,3.33,1.51,28.8,take,whiff,out,0,SL,"Burleson, Alec"
686790,"McDonald, Trevor",676475,R,L,91.5,SI,-2.28,3.06,-1.29,0.04,0,0,,ball,3.43,1.6,30.1,take,whiff,out,0,SI,"Burleson, Alec"
686790,"McDonald, Trevor",680977,R,L,87.1,CH,-0.12,1.73,-1.33,0.22,0,0,field_out,hit_into_play,3.31,1.62,27.8,swing,bip,out,0,CH,"Donovan, Brendan"
686790,"McDonald, Trevor",665877,R,R,84.3,SL,0.64,2.41,0.78,-0.33,1,2,field_out,hit_into_play,3.36,1.57,29.6,swing,bip,out,1,SL,"Fermín, José"
686790,"McDonald, Trevor",665877,R,R,91.8,SI,0.21,2.22,-1.41,0.21,1,1,,called_strike,3.38,1.67,34.3,take,whiff,out,1,SI,"Fermín, José"
686790,"McDonald, Trevor",665877,R,R,91.4,SI,-1.53,2.58,-1.58,0.27,0,1,,ball,3.36,1.62,33.1,take,whiff,out,1,SI,"Fermín, José"
686790,"McDonald, Trevor",665877,R,R,83.2,SL,-0.4,2.95,1.06,-0.23,0,0,,called_strike,3.22,1.55,33.0,take,whiff,out,1,SL,"Fermín, José"
686790,"McDonald, Trevor",686780,R,R,85.7,SL,0.9,1.34,0.71,-0.5,1,2,strikeout,swinging_strike,3.18,1.53,31.4,swing,whiff,out,1,SL,"Pagés, Pedro"
686790,"McDonald, Trevor",686780,R,R,92.8,SI,-1.04,2.5,-1.52,0.35,1,1,,foul,3.18,1.53,36.1,swing,foul,out,1,SI,"Pagés, Pedro"
686790,"McDonald, Trevor",686780,R,R,92.6,SI,0.2,1.5,-1.51,0.2,1,0,,foul_tip,3.18,1.53,31.8,take,whiff,out,1,SI,"Pagés, Pedro"
686790,"McDonald, Trevor",686780,R,R,93.6,SI,-0.62,3.56,-1.43,0.39,0,0,,ball,3.13,1.47,34.4,take,whiff,out,1,SI,"Pagés, Pedro"
686790,"McDonald, Trevor",695336,R,R,85.9,SL,0.43,2.07,0.97,-0.55,0,2,field_out,hit_into_play,3.48,1.63,28.7,swing,bip,out,1,SL,"Saggese, Thomas"
686790,"McDonald, Trevor",695336,R,R,92.4,SI,0.39,0.92,-1.35,0.15,0,1,,foul,3.48,1.63,34.0,swing,foul,out,1,SI,"Saggese, Thomas"
686790,"McDonald, Trevor",695336,R,R,85.7,SL,0.2,2.24,0.63,-0.11,0,0,,called_strike,3.51,1.66,32.6,take,whiff,out,1,SL,"Saggese, Thomas"
686790,"McDonald, Trevor",691023,R,R,92.7,SI,0.98,2.34,-1.3,0.09,0,1,field_out,hit_into_play,3.81,1.84,30.0,swing,bip,out,1,SI,"Walker, Jordan"
686790,"McDonald, Trevor",691023,R,R,93.7,SI,0.77,2.17,-1.42,0.46,0,0,,foul,3.81,1.84,33.4,swing,foul,out,1,SI,"Walker, Jordan"
686790,"McDonald, Trevor",672279,R,L,85.4,SL,0.33,1.52,0.5,-0.42,2,2,field_out,hit_into_play,3.35,1.59,31.9,swing,bip,out,0,SL,"Siani, Michael"
686790,"McDonald, Trevor",672279,R,L,88.2,CH,-0.38,0.59,-1.36,0.29,1,2,,ball,3.3,1.52,27.4,take,whiff,out,0,CH,"Siani, Michael"
686790,"McDonald, Trevor",672279,R,L,92.3,SI,0.11,2.38,-1.35,-0.05,1,1,,foul,3.35,1.59,29.4,swing,foul,out,0,SI,"Siani, Michael"
686790,"McDonald, Trevor",672279,R,L,85.7,SL,0.05,1.86,0.56,-0.18,1,0,,foul_tip,3.35,1.59,31.4,take,whiff,out,0,SL,"Siani, Michael"
686790,"McDonald, Trevor",672279,R,L,83.1,SL,-2.02,2.81,0.17,-0.36,0,0,,ball,3.33,1.56,32.4,take,whiff,out,0,SL,"Siani, Michael"
686790,"McDonald, Trevor",663457,R,L,85.3,SL,0.59,3.0,0.89,-0.75,3,2,field_out,hit_into_play,3.46,1.69,33.3,swing,bip,out,0,SL,"Nootbaar, Lars"
686790,"McDonald, Trevor",663457,R,L,86.1,SL,-0.84,2.51,0.98,-0.52,2,2,,ball,3.43,1.68,32.2,take,whiff,out,0,SL,"Nootbaar, Lars"
686790,"McDonald, Trevor",663457,R,L,93.4,FF,-0.61,3.65,-1.21,0.68,2,2,,foul,3.46,1.69,31.0,swing,foul,out,0,FF,"Nootbaar, Lars"
686790,"McDonald, Trevor",663457,R,L,93.0,SI,0.12,3.55,-1.4,0.19,2,1,,called_strike,3.55,1.77,30.9,take,whiff,out,0,SI,"Nootbaar, Lars"
686790,"McDonald, Trevor",663457,R,L,86.3,CH,-1.39,2.24,-1.34,0.28,1,1,,ball,3.44,1.63,33.5,take,whiff,out,0,CH,"Nootbaar, Lars"
686790,"McDonald, Trevor",663457,R,L,85.5,SL,0.61,1.9,1.1,-0.55,1,0,,foul,3.46,1.69,31.5,swing,foul,out,0,SL,"Nootbaar, Lars"
686790,"McDonald, Trevor",663457,R,L,93.4,SI,-1.76,3.7,-1.28,0.27,0,0,,ball,3.44,1.59,32.4,take,whiff,out,0,SI,"Nootbaar, Lars"
686790,"McDonald, Trevor",663609,R,R,93.6,FF,-0.57,3.48,-0.97,0.45,1,2,field_out,hit_into_play,3.71,1.67,32.3,swing,bip,out,1,FF,"Baker, Luken"
686790,"McDonald, Trevor",663609,R,R,85.0,SL,0.05,1.73,0.3,-0.01,1,2,,foul,3.71,1.67,35.2,swing,foul,out,1,SL,"Baker, Luken"
686790,"McDonald, Trevor",663609,R,R,82.4,SL,-0.41,2.47,0.24,-0.37,1,1,,called_strike,3.66,1.71,32.5,take,whiff,out,1,SL,"Baker, Luken"
686790,"McDonald, Trevor",663609,R,R,91.8,SI,0.29,1.58,-1.26,0.25,1,0,,foul,3.71,1.67,31.6,swing,foul,out,1,SI,"Baker, Luken"
686790,"McDonald, Trevor",663609,R,R,93.9,SI,1.7,1.97,-1.11,0.16,0,0,,ball,3.7,1.73,32.8,take,whiff,out,1,SI,"Baker, Luken"
678495,"Rodríguez, Randy",663609,R,R,83.8,SL,0.52,1.59,0.62,0.08,0,1,truncated_pa,swinging_strike,3.71,1.67,31.0,swing,whiff,out,1,SL,"Baker, Luken"
678495,"Rodríguez, Randy",663609,R,R,98.6,FF,-0.21,1.96,-0.92,1.14,0,0,,called_strike,3.73,1.73,31.8,take,whiff,out,1,FF,"Baker, Luken"
678495,"Rodríguez, Randy",676475,R,L,98.5,FF,0.09,3.4,-0.58,1.26,0,2,single,hit_into_play,3.42,1.58,38.8,swing,bip,single,0,FF,"Burleson, Alec"
678495,"Rodríguez, Randy",676475,R,L,97.4,FF,-0.75,3.7,-0.76,1.3,0,2,,foul,3.42,1.58,36.6,swing,foul,out,0,FF,"Burleson, Alec"
678495,"Rodríguez, Randy",676475,R,L,84.3,SL,-0.1,1.45,0.73,0.03,0,1,,foul,3.42,1.58,30.9,swing,foul,out,0,SL,"Burleson, Alec"
678495,"Rodríguez, Randy",676475,R,L,97.4,FF,-0.78,3.41,-0.82,1.24,0,0,,called_strike,3.5,1.54,33.7,take,whiff,out,0,FF,"Burleson, Alec"
678495,"Rodríguez, Randy",680977,R,L,84.0,SL,-1.16,3.16,0.66,-0.04,3,2,walk,ball,3.35,1.58,31.2,take,whiff,out,0,SL,"Donovan, Brendan"
678495,"Rodríguez, Randy",680977,R,L,96.4,FF,0.08,2.41,-0.57,1.15,3,2,,foul,3.31,1.62,32.1,swing,foul,out,0,FF,"Donovan, Brendan"
678495,"Rodríguez, Randy",680977,R,L,96.5,FF,-0.24,2.37,-0.68,1.33,3,1,,foul_tip,3.31,1.62,38.4,take,whiff,out,0,FF,"Donovan, Brendan"
678495,"Rodríguez, Randy",680977,R,L,97.3,FF,-1.01,2.21,-0.95,1.25,2,1,,ball,3.4,1.66,29.2,take,whiff,out,0,FF,"Donovan, Brendan"
678495,"Rodríguez, Randy",680977,R,L,93.6,SI,0.18,3.5,-1.37,0.87,1,1,,ball,3.33,1.62,28.1,take,whiff,out,0,SI,"Donovan, Brendan"
678495,"Rodríguez, Randy",680977,R,L,93.7,SI,-1.07,2.01,-1.39,0.92,0,1,,ball,3.42,1.71,30.1,take,whiff,out,0,SI,"Donovan, Brendan"
678495,"Rodríguez, Randy",680977,R,L,98.6,FF,-0.15,2.27,-0.63,1.35,0,0,,foul,3.31,1.62,29.8,swing,foul,out,0,FF,"Donovan, Brendan"
678495,"Rodríguez, Randy",665877,R,R,98.0,FF,-0.19,3.16,-0.34,1.35,2,2,single,hit_into_play,3.36,1.57,35.8,swing,bip,single,1,FF,"Fermín, José"
678495,"Rodríguez, Randy",665877,R,R,85.1,SL,-0.51,2.13,0.52,-0.12,2,1,,called_strike,3.28,1.6,32.4,take,whiff,out,1,SL,"Fermín, José"
678495,"Rodríguez, Randy",665877,R,R,98.4,FF,-1.45,2.41,-0.88,1.36,1,1,,ball,3.38,1.6,32.7,take,whiff,out,1,FF,"Fermín, José"
678495,"Rodríguez, Randy",665877,R,R,86.6,SL,0.58,1.54,0.3,0.16,0,1,,ball,3.21,1.46,34.0,take,whiff,out,1,SL,"Fermín, José"
678495,"Rodríguez, Randy",665877,R,R,96.2,SI,-0.11,1.72,-1.32,1.1,0,0,,called_strike,3.38,1.65,30.6,take,whiff,out,1,SI,"Fermín, José"
678495,"Rodríguez, Randy",686780,R,R,97.2,FF,0.53,3.43,-0.63,1.26,1,2,strikeout,swinging_strike,3.18,1.53,33.5,swing,whiff,out,1,FF,"Pagés, Pedro"
678495,"Rodríguez, Randy",686780,R,R,96.4,SI,-0.4,0.64,-1.34,0.8,0,2,,blocked_ball,2.97,1.48,29.0,take,whiff,out,1,SI,"Pagés, Pedro"
678495,"Rodríguez, Randy",686780,R,R,94.1,SI,-1.42,1.94,-1.49,0.61,0,1,,swinging_strike,3.18,1.53,22.9,swing,whiff,out,1,SI,"Pagés, Pedro"
678495,"Rodríguez, Randy",686780,R,R,95.8,SI,-0.46,1.71,-1.4,0.71,0,0,,called_strike,3.21,1.55,32.7,take,whiff,out,1,SI,"Pagés, Pedro"
678495,"Rodríguez, Randy",695336,R,R,84.5,SL,0.04,2.35,0.67,-0.14,0,1,field_out,hit_into_play,3.48,1.63,35.2,swing,bip,out,1,SL,"Saggese, Thomas"
678495,"Rodríguez, Randy",695336,R,R,97.3,FF,-0.76,2.57,-0.99,1.03,0,0,,called_strike,3.45,1.64,35.5,take,whiff,out,1,FF,"Saggese, Thomas"
678495,"Rodríguez, Randy",691023,R,R,96.0,FF,-0.1,3.27,-0.98,0.9,0,0,single,hit_into_play,3.81,1.84,28.8,swing,bip,single,1,FF,"Walker, Jordan"
678495,"Rodríguez, Randy",672279,R,L,84.9,SL,1.12,0.85,0.5,0.06,3,2,walk,ball,3.09,1.43,31.5,take,whiff,out,0,SL,"Siani, Michael"
678495,"Rodríguez, Randy",672279,R,L,85.7,SL,-0.3,2.47,0.27,0.21,3,1,,called_strike,3.21,1.52,28.0,take,whiff,out,0,SL,"Siani, Michael"
678495,"Rodríguez, Randy",672279,R,L,96.7,FF,-0.49,2.48,-0.88,1.19,3,0,,called_strike,3.26,1.57,31.8,take,whiff,out,0,FF,"Siani, Michael"
678495,"Rodríguez, Randy",672279,R,L,96.3,FF,0.55,0.84,-0.77,1.22,2,0,,ball,3.39,1.62,28.2,take,whiff,out,0,FF,"Siani, Michael"
678495,"Rodríguez, Randy",672279,R,L,82.8,SL,-0.62,4.38,0.43,0.03,1,0,,ball,3.31,1.55,35.1,take,whiff,out,0,SL,"Siani, Michael"
678495,"Rodríguez, Randy",672279,R,L,98.4,FF,-1.87,3.21,-0.68,1.29,0,0,,ball,3.37,1.58,32.7,take,whiff,out,0,FF,"Siani, Michael"
573124,"Rogers, Taylor",663457,L,L,91.7,SI,-0.71,3.37,1.41,0.61,2,2,strikeout,called_strike,3.47,1.76,27.8,take,whiff,out,1,SI,"Nootbaar, Lars"
573124,"Rogers, Taylor",663457,L,L,77.0,ST,0.7,3.03,-1.36,-0.06,2,1,,called_strike,3.42,1.63,29.1,take,whiff,out,1,ST,"Nootbaar, Lars"
573124,"Rogers, Taylor",663457,L,L,77.8,ST,-1.13,2.42,-1.43,0.29,1,1,,ball,3.38,1.64,28.3,take,whiff,out,1,ST,"Nootbaar, Lars"
573124,"Rogers, Taylor",663457,L,L,91.7,SI,0.54,2.31,1.59,0.92,1,0,,foul,3.46,1.69,28.4,swing,foul,out,1,SI,"Nootbaar, Lars"
573124,"Rogers, Taylor",663457,L,L,91.0,SI,-1.13,3.15,1.46,0.54,0,0,,ball,3.55,1.75,27.5,take,whiff,out,1,SI,"Nootbaar, Lars"
573124,"Rogers, Taylor",663609,L,R,77.1,ST,0.21,2.62,-1.43,0.15,0,2,field_out,hit_into_play,3.71,1.67,23.4,swing,bip,out,0,ST,"Baker, Luken"
573124,"Rogers, Taylor",663609,L,R,90.2,SI,-0.62,2.51,1.59,0.59,0,1,,called_strike,3.78,1.82,27.9,take,whiff,out,0,SI,"Baker, Luken"
573124,"Rogers, Taylor",663609,L,R,90.1,SI,0.69,2.32,1.39,0.8,0,0,,called_strike,3.81,1.76,27.3,take,whiff,out,0,SI,"Baker, Luken"
806185,"Birdsong, Hayden",676475,R,L,90.5,CH,-0.11,2.03,-0.72,-0.2,0,1,single,hit_into_play,3.42,1.58,35.9,swing,bip,single,0,CH,"Burleson, Alec"
806185,"Birdsong, Hayden",676475,R,L,96.7,FF,-0.57,3.26,-1.01,1.39,0,0,,swinging_strike,3.42,1.58,37.0,swing,whiff,out,0,FF,"Burleson, Alec"
806185,"Birdsong, Hayden",680977,R,L,87.2,SL,0.29,1.79,0.12,0.25,2,2,single,hit_into_play,3.31,1.62,36.9,swing,bip,single,0,SL,"Donovan, Brendan"
806185,"Birdsong, Hayden",680977,R,L,96.7,FF,-0.31,3.23,-1.01,1.38,2,2,,foul,3.31,1.62,39.4,swing,foul,out,0,FF,"Donovan, Brendan"
806185,"Birdsong, Hayden",680977,R,L,98.0,FF,-1.07,4.06,-0.8,1.23,1,2,,ball,3.35,1.62,40.5,take,whiff,out,0,FF,"Donovan, Brendan"
806185,"Birdsong, Hayden",680977,R,L,97.9,FF,-0.24,3.22,-1.05,1.35,1,2,,foul,3.31,1.62,39.6,swing,foul,out,0,FF,"Donovan, Brendan"
806185,"Birdsong, Hayden",680977,R,L,86.5,SL,0.13,0.0,0.11,0.19,0,2,,blocked_ball,3.22,1.6,40.2,take,whiff,out,0,SL,"Donovan, Brendan"
806185,"Birdsong, Hayden",680977,R,L,96.8,FF,-0.58,2.43,-1.32,1.17,0,2,,foul,3.31,1.62,41.3,swing,foul,out,0,FF,"Donovan, Brendan"
806185,"Birdsong, Hayden",680977,R,L,98.2,FF,0.21,2.71,-0.96,1.3,0,2,,foul,3.31,1.62,38.5,swing,foul,out,0,FF,"Donovan, Brendan"
806185,"Birdsong, Hayden",680977,R,L,96.1,FF,0.36,1.8,-0.78,1.64,0,1,,called_strike,3.36,1.67,42.7,take,whiff,out,0,FF,"Donovan, Brendan"
806185,"Birdsong, Hayden",680977,R,L,97.0,FF,-0.09,2.62,-0.83,1.54,0,0,,called_strike,3.37,1.66,42.8,take,whiff,out,0,FF,"Donovan, Brendan"
806185,"Birdsong, Hayden",665877,R,R,84.3,SL,0.6,0.56,0.25,-0.47,2,2,strikeout,swinging_strike_blocked,3.36,1.57,41.0,swing,whiff,out,1,SL,"Fermín, José"
806185,"Birdsong, Hayden",665877,R,R,80.4,CU,-0.42,4.86,0.56,-1.49,1,2,,ball,3.41,1.65,45.8,take,whiff,out,1,CU,"Fermín, José"
806185,"Birdsong, Hayden",665877,R,R,95.9,FF,1.06,2.84,-0.59,1.7,1,1,,missed_bunt,3.36,1.57,42.2,take,whiff,out,1,FF,"Fermín, José"
806185,"Birdsong, Hayden",665877,R,R,85.8,SL,1.11,0.58,0.1,-0.34,0,1,,blocked_ball,3.44,1.65,33.9,take,whiff,out,1,SL,"Fermín, José"
806185,"Birdsong, Hayden",665877,R,R,84.8,SL,0.13,1.97,0.12,0.03,0,0,,bunt_foul_tip,3.36,1.57,34.7,take,whiff,out,1,SL,"Fermín, José"
806185,"Birdsong, Hayden",686780,R,R,89.3,CH,0.99,-0.21,-1.06,-0.28,3,2,walk,blocked_ball,3.02,1.56,35.0,take,whiff,out,1,CH,"Pagés, Pedro"
806185,"Birdsong, Hayden",686780,R,R,81.8,CU,1.47,2.58,0.51,-1.24,2,2,,ball,2.93,1.49,42.5,take,whiff,out,1,CU,"Pagés, Pedro"
806185,"Birdsong, Hayden",686780,R,R,95.8,FF,0.07,1.64,-0.67,1.33,2,1,,called_strike,3.09,1.57,40.9,take,whiff,out,1,FF,"Pagés, Pedro"
806185,"Birdsong, Hayden",686780,R,R,85.7,SL,1.37,1.82,0.28,0.13,1,1,,ball,3.06,1.54,37.0,take,whiff,out,1,SL,"Pagés, Pedro"
806185,"Birdsong, Hayden",686780,R,R,96.0,FF,0.69,2.93,-0.62,1.37,1,0,,called_strike,3.1,1.55,38.4,take,whiff,out,1,FF,"Pagés, Pedro"
806185,"Birdsong, Hayden",686780,R,R,96.2,FF,-0.47,3.91,-0.6,1.47,0,0,,ball,3.16,1.56,40.2,take,whiff,out,1,FF,"Pagés, Pedro"
806185,"Birdsong, Hayden",695336,R,R,89.4,CH,1.64,0.13,-1.06,-0.18,3,2,walk,blocked_ball,3.43,1.65,37.8,take,whiff,out,1,CH,"Saggese, Thomas"
806185,"Birdsong, Hayden",695336,R,R,96.5,FF,0.48,1.53,-0.99,1.27,2,2,,ball,3.42,1.69,40.3,take,whiff,out,1,FF,"Saggese, Thomas"
806185,"Birdsong, Hayden",695336,R,R,89.4,CH,0.02,2.51,-0.38,-0.12,2,2,,foul,3.48,1.63,34.2,swing,foul,out,1,CH,"Saggese, Thomas"
806185,"Birdsong, Hayden",695336,R,R,89.1,CH,-0.91,0.29,-0.81,-0.16,1,2,,ball,3.43,1.7,31.5,take,whiff,out,1,CH,"Saggese, Thomas"
806185,"Birdsong, Hayden",695336,R,R,94.8,FF,0.78,2.6,-0.69,1.33,1,1,,called_strike,3.36,1.63,40.4,take,whiff,out,1,FF,"Saggese, Thomas"
806185,"Birdsong, Hayden",695336,R,R,87.2,SL,0.87,1.17,0.08,0.13,0,1,,ball,3.46,1.63,34.9,take,whiff,out,1,SL,"Saggese, Thomas"
806185,"Birdsong, Hayden",695336,R,R,84.5,SL,-0.58,2.86,0.11,0.29,0,0,,called_strike,3.49,1.63,35.8,take,whiff,out,1,SL,"Saggese, Thomas"
806185,"Birdsong, Hayden",691023,R,R,96.9,FF,0.07,4.18,-0.74,1.47,1,2,strikeout,swinging_strike,3.81,1.84,43.9,swing,whiff,out,1,FF,"Walker, Jordan"
806185,"Birdsong, Hayden",691023,R,R,86.6,SL,2.08,0.83,0.07,0.1,0,2,,ball,3.81,1.91,35.9,take,whiff,out,1,SL,"Walker, Jordan"
806185,"Birdsong, Hayden",691023,R,R,97.3,FF,0.78,3.02,-0.87,1.51,0,2,,foul,3.81,1.84,43.6,swing,foul,out,1,FF,"Walker, Jordan"
806185,"Birdsong, Hayden",691023,R,R,96.3,FF,0.47,2.43,-0.72,1.62,0,1,,called_strike,3.92,1.92,43.4,take,whiff,out,1,FF,"Walker, Jordan"
806185,"Birdsong, Hayden",691023,R,R,96.4,FF,0.35,2.41,-0.93,1.46,0,0,,foul,3.81,1.84,44.3,swing,foul,out,1,FF,"Walker, Jordan"
806185,"Birdsong, Hayden",672279,R,L,87.0,SL,1.03,1.43,0.3,0.19,2,2,strikeout,swinging_strike,3.35,1.59,40.6,swing,whiff,out,0,SL,"Siani, Michael"
806185,"Birdsong, Hayden",672279,R,L,89.7,CH,-0.44,1.73,-0.79,-0.44,1,2,,ball,3.36,1.51,33.2,take,whiff,out,0,CH,"Siani, Michael"
806185,"Birdsong, Hayden",672279,R,L,96.2,FF,-1.49,3.12,-1.01,1.59,0,2,,ball,3.34,1.52,38.2,take,whiff,out,0,FF,"Siani, Michael"
806185,"Birdsong, Hayden",672279,R,L,96.1,FF,0.02,2.08,-0.85,1.35,0,1,,foul,3.35,1.59,40.4,swing,foul,out,0,FF,"Siani, Michael"
806185,"Birdsong, Hayden",672279,R,L,78.9,CU,0.23,1.95,0.39,-0.96,0,0,,called_strike,3.29,1.54,44.7,take,whiff,out,0,CU,"Siani, Michael"
806185,"Birdsong, Hayden",663457,R,L,95.5,FF,0.74,2.08,-1.13,1.11,2,2,field_out,hit_into_play,3.46,1.69,38.7,swing,bip,out,0,FF,"Nootbaar, Lars"
806185,"Birdsong, Hayden",663457,R,L,87.2,CH,-0.09,2.53,-1.09,-0.2,2,1,,foul_tip,3.46,1.69,38.2,take,whiff,out,0,CH,"Nootbaar, Lars"
806185,"Birdsong, Hayden",663457,R,L,86.2,SL,0.58,0.71,0.01,0.23,1,1,,ball,3.47,1.73,37.2,take,whiff,out,0,SL,"Nootbaar, Lars"
806185,"Birdsong, Hayden",663457,R,L,92.6,FF,-0.03,2.0,-0.84,1.25,1,0,,called_strike,3.43,1.7,39.0,take,whiff,out,0,FF,"Nootbaar, Lars"
806185,"Birdsong, Hayden",663457,R,L,82.9,SL,-0.99,4.26,0.52,0.11,0,0,,ball,3.43,1.61,39.0,take,whiff,out,0,SL,"Nootbaar, Lars"
